contract_address,TX1 Trace Length,TX1 SSTORE Count,TX1 CALL Count,TX2 Trace Length,TX2 SSTORE Count,TX2 CALL Count,TX3 Trace Length,TX3 SSTORE Count,TX3 CALL Count,TX1 Original Trace Length,TX1 Original SSTORE Count,TX1 Original CALL Count,TX2 Original Trace Length,TX2 Original SSTORE Count,TX2 Original CALL Count,TX3 Original Trace Length,TX3 Original SSTORE Count,TX3 Original CALL Count,Tx1 Trace Diff ( original - patched),Tx2 Trace Diff,Tx3 Trace Diff,Tx1 SSTORE Diff,Tx2 SSTORE Diff,Tx3 SSTORE Diff,Tx1 Call Diff,Tx2 Call Diff,Tx3 Call Diff
0x186813AE4a08de96871e501536360811bd13D320,69,2,2,70,4,2,70,0,0,73,4,2,70,4,2,70,0,0,4,0,0,2,0,0,0,0,0
0x9da41f7810c2548572f4Fa414D06eD9772cA9e6E,1390,1,1,1388,2,3,391,0,1,1391,2,2,1388,2,3,391,0,1,1,0,0,1,0,0,1,0,0
0x6f08105c8CEef2BC5653640fcdbBE1e7bb519D39,81,1,1,80,3,2,64,0,0,83,3,2,80,3,2,64,0,0,2,0,0,2,0,0,1,0,0
0xd4240987D6F92B06c8B5068B1E4006A97c47392b,2334,1,2,2333,3,2,1863,0,1,2337,3,2,2333,3,2,1863,0,1,3,0,0,2,0,0,0,0,0
0xdAD02644b70cbB20DEc56d25282ddC65BB7805a1,78,2,1,80,4,3,54,0,0,83,4,2,80,4,3,54,0,0,5,0,0,2,0,0,1,0,0
0x6bA75D640bEbfe5dA1197bb5A2aff3327789b5d3,161,2,0,161,3,3,158,0,0,164,3,2,161,3,3,158,0,0,3,0,0,1,0,0,2,0,0
0xe3fDe5fC70B99ecFb9707f686dcCC0d696BdcF2c,358,1,2,361,3,3,87,0,0,363,3,2,361,3,3,87,0,0,5,0,0,2,0,0,0,0,0
0x7EC81B7035e91f8435BdEb2787DCBd51116Ad303,86,2,2,91,3,2,85,0,1,94,3,2,91,3,2,85,0,1,8,0,0,1,0,0,0,0,0
0x572bCAf6fB2f222E890AcFcD0BAC0C345Da53Fbd,117,3,2,112,5,3,102,0,0,118,5,2,112,5,3,102,0,0,1,0,0,2,0,0,0,0,0
0xF9B0871d3A8dc365f6231653f7D879c9578ED039,273,2,1,273,3,3,73,0,0,276,3,2,273,3,3,73,0,0,3,0,0,1,0,0,1,0,0
0x9AB62dc4d7dE3C9b2399F74de7613bb0B98a02F9,8132,1,2,8132,2,3,2079,0,0,8136,2,2,8132,2,3,2079,0,0,4,0,0,1,0,0,0,0,0
0xB1D914e7c55f16C2BAcAc11af6b3e011Aee38caF,408,3,3,381,5,4,5,0,0,410,5,3,381,5,4,5,0,0,2,0,0,2,0,0,0,0,0
0x1556e8043903A020fcdc2B262189a4c510dd673D,126,2,2,126,4,2,126,0,0,129,4,2,126,4,2,126,0,0,3,0,0,2,0,0,0,0,0
0xFA2283f212f2579Af943179FAC2e0A5cCFCC1D3f,117,1,2,122,2,2,122,0,0,125,2,2,122,2,2,122,0,0,8,0,0,1,0,0,0,0,0
0x6690384822afF0B65fE0C21a809F187F5c3fcdd8,121,1,1,118,2,2,74,0,0,127,2,2,118,2,2,74,0,0,6,0,0,1,0,0,1,0,0
0x3133b4F4dcffc083724435784fEFAD510FA659c6,430,2,2,432,3,3,404,0,1,435,3,2,432,3,3,404,0,1,5,0,0,1,0,0,0,0,0
0xC5c9fB6223A989208Df27dCEE33fC59ff5c26fFF,80,2,1,80,3,2,80,0,0,83,3,2,80,3,2,80,0,0,3,0,0,1,0,0,1,0,0
0xf1EC0BC9E877eC1BC20262c33512601CB4979c1d,138,1,2,140,3,2,70,0,1,143,3,2,140,3,2,70,0,1,5,0,0,2,0,0,0,0,0
0x9b36C7c1C5ee9B44788D95b11DE3019f4c0c715e,114,1,2,118,2,2,72,0,1,121,2,2,118,2,2,72,0,1,7,0,0,1,0,0,0,0,0
0x4fd7043D2C6983fa33Ba1C1059E27ef7552f947b,81,1,2,82,3,3,81,0,1,84,3,2,82,3,3,81,0,1,3,0,0,2,0,0,0,0,0
0x7C47790Eb6386601Af4B08064A6Dfef07f403D55,206,3,0,203,4,3,118,0,0,207,4,2,203,4,3,118,0,0,1,0,0,1,0,0,2,0,0
0x2bE3B3c70cb6180a7015586B9c37819C7d29CbC6,119,1,2,118,2,3,72,0,0,121,2,2,118,2,3,72,0,0,2,0,0,1,0,0,0,0,0
0x959Fb43EF08F415da0AeA39BEEf92D96f41E41b3,1919,2,2,1919,3,2,1882,0,0,1922,3,2,1919,3,2,1882,0,0,3,0,0,1,0,0,0,0,0
0xa0D7cf9F3828049cEFf9D6746b6906F157DE3b38,63,1,2,68,3,2,68,0,0,70,3,2,68,3,2,68,0,0,7,0,0,2,0,0,0,0,0
0xfFEE087852cb4898e6c3532E776e68BC68b1143B,48,3,2,50,5,3,50,0,0,52,5,2,50,5,3,50,0,0,4,0,0,2,0,0,0,0,0
0x22931153614F5613d1bd9c232A646ade27A007aF,71,2,2,69,4,2,64,0,0,75,4,2,69,4,2,64,0,0,4,0,0,2,0,0,0,0,0
0xe95Ebce2B02Ee07dEF5Ed6B53289801F7Fc137A4,420,2,3,422,4,3,375,0,0,425,4,3,422,4,3,375,0,0,5,0,0,2,0,0,0,0,0
0x26CBC7008cD879f4B63B69a915378f2D9b17bBF0,159,1,2,158,2,3,117,0,0,160,2,2,158,2,3,117,0,0,1,0,0,1,0,0,0,0,0
0x1e387e1f9f94F16078AB3AbB5a099ae4d49C1B2d,278,1,1,281,2,3,281,0,0,286,2,2,281,2,3,281,0,0,8,0,0,1,0,0,1,0,0
0x37CC99AAbb9F6e1B2A37D95Cec66B34133E558a3,67,1,2,65,3,3,34,0,0,68,3,2,65,3,3,34,0,0,1,0,0,2,0,0,0,0,0
0x85543Da0DB5CF305f0522f0be2Edaa105C72b0cf,73,1,2,74,3,2,74,0,0,76,3,2,74,3,2,74,0,0,3,0,0,2,0,0,0,0,0
0x4A974495E20A8E0f5ce1De59eB15CfffD19Bcf8d,273,1,2,270,3,3,83,0,1,274,3,2,270,3,3,83,0,1,1,0,0,2,0,0,0,0,0
0x579e0E70A1eb943cfF62B622a8ABCC8a9696AA88,91,1,2,90,3,3,67,0,0,93,3,2,90,3,3,67,0,0,2,0,0,2,0,0,0,0,0
0x986Eb51E67e154901ff9B482835788B8f3054076,86,1,2,87,3,2,69,0,0,91,3,2,87,3,2,69,0,0,5,0,0,2,0,0,0,0,0
0xFF957eA28b537b34E0c6E6B50c6c938668DD28a0,341,1,2,340,3,3,340,0,0,342,3,2,340,3,3,340,0,0,1,0,0,2,0,0,0,0,0
0xcf9e5B210cE84Ad5060841fabcecb5FcCC7ee55E,57,2,2,62,4,3,62,0,0,65,4,2,62,4,3,62,0,0,8,0,0,2,0,0,0,0,0
0x261b45D85cCFeAbb11F022eBa346ee8D1cd488c0,121,1,2,123,3,2,122,0,1,126,3,2,123,3,2,122,0,1,5,0,0,2,0,0,0,0,0
0x6Bf977ED1A09214E6209F4EA5f525261f1A2690a,57,1,2,62,2,3,62,0,1,65,2,2,62,2,3,62,0,1,8,0,0,1,0,0,0,0,0
0xD12d68Fd52b54908547ebC2Cd77Ec6EbbEfd3099,420,2,0,418,4,3,338,0,2,424,4,2,418,4,3,338,0,2,4,0,0,2,0,0,2,0,0
0x95f1A50872768AcCBBdB728ADAd920B7eAE7680A,133,2,2,133,3,4,133,0,0,136,3,3,133,3,4,133,0,0,3,0,0,1,0,0,1,0,0
0x7e07CCa7Af9fa26C3BbedA2A76D9B503eA902028,89,1,1,95,2,3,81,0,1,97,2,2,95,2,3,81,0,1,8,0,0,1,0,0,1,0,0
0xfb62AE373acA027177D1c18Ee0862817f9080d08,108,1,2,107,2,2,107,0,0,110,2,2,107,2,2,107,0,0,2,0,0,1,0,0,0,0,0
0xACf14710b3A8E5F47369eAb81E728e0052811DbF,56,2,2,54,4,3,54,0,0,57,4,2,54,4,3,54,0,0,1,0,0,2,0,0,0,0,0
0xe71a8ddCad4a950a1bbea58a301F62B5337eCB5c,307,2,3,312,3,4,69,0,0,314,3,3,312,3,4,69,0,0,7,0,0,1,0,0,0,0,0
0xEEbeC7874f46C4452610A11FA6bE0264f7f0557F,242,1,2,245,2,3,239,0,0,248,2,2,245,2,3,239,0,0,6,0,0,1,0,0,0,0,0
0xF8b4B764b79F7709253Efc47cC5B30350c283E34,47,1,2,54,3,3,54,0,0,57,3,2,54,3,3,54,0,0,10,0,0,2,0,0,0,0,0
0x37d567420d649E6E11c87BbE27b6636eDBB7cAF3,203,1,2,203,2,3,118,0,1,207,2,2,203,2,3,118,0,1,4,0,0,1,0,0,0,0,0
0xff5A11C0442028eE2A60d31E6ebb3CbaC121ffe5,56,2,2,54,4,2,54,0,0,57,4,2,54,4,2,54,0,0,1,0,0,2,0,0,0,0,0
0xeD35E1a5fA1Bb9fc4686b6d1f1d301C8c8B554D9,192,1,1,196,3,2,116,0,1,200,3,2,196,3,2,116,0,1,8,0,0,2,0,0,1,0,0
0xdeF7BdF8eCb450c1D93C5dB7C8DBcE5894CCDaa9,154,1,2,158,2,2,69,0,0,160,2,2,158,2,2,69,0,0,6,0,0,1,0,0,0,0,0
0x4C9Ba28123c25d869De69AD3B304155C8a1cA9A0,506,1,3,504,3,4,475,0,0,507,3,3,504,3,4,475,0,0,1,0,0,2,0,0,0,0,0
0x910abBFD49Fbbd38A03f661b34127618FCb3824C,232,3,2,231,4,3,61,0,0,234,4,2,231,4,3,61,0,0,2,0,0,1,0,0,0,0,0
0x7227c9c299D561C8c6320A04dD7f4c1c0FC33910,106,1,1,107,2,2,50,0,0,109,2,2,107,2,2,50,0,0,3,0,0,1,0,0,1,0,0
0xF9A6E4085Ec315c00A09dEfC1Eb67Ff3586D14fC,147,1,2,149,2,3,149,0,0,151,2,2,149,2,3,149,0,0,4,0,0,1,0,0,0,0,0
0x0AD2fa8e763D0ba30b1B04f8096995D2690eA1e3,51,1,2,54,2,2,54,0,0,57,2,2,54,2,2,54,0,0,6,0,0,1,0,0,0,0,0
0x07E4686E7463770566A7C0246b7a707FAebb5C91,785,1,0,791,2,2,341,0,0,793,2,2,791,2,2,341,0,0,8,0,0,1,0,0,2,0,0
0x0000feE6275DaB194Ab538A01dD8B18B02b20000,316,1,2,318,3,3,318,0,0,321,3,2,318,3,3,318,0,0,5,0,0,2,0,0,0,0,0
0x0466e612137bCa50E524F25ac9f7b6F826eE15B7,48,2,2,54,3,2,54,0,0,57,3,2,54,3,2,54,0,0,9,0,0,1,0,0,0,0,0
0x88F65097BA6E10F25E93bf41987f9416BBB303eB,72,1,1,75,2,2,72,0,0,78,2,2,75,2,2,72,0,0,6,0,0,1,0,0,1,0,0
0xD174A49b64392c6a26AE49632A8e0C84ad810e94,695,1,2,696,2,4,497,0,1,698,2,3,696,2,4,497,0,1,3,0,0,1,0,0,1,0,0
0x9e8294b7F4811104fdec57Ffe13C6FaE55fBF8ea,132,2,2,130,4,2,117,0,1,133,4,2,130,4,2,117,0,1,1,0,0,2,0,0,0,0,0
0x55F1E0668109D961b5895b97a48F0E655b28ECfE,157,2,2,160,4,2,160,0,1,162,4,2,160,4,2,160,0,1,5,0,0,2,0,0,0,0,0
0x1950BB2f0732A78B98AdaB118791B997A39bB29b,64,1,2,64,2,2,64,0,0,66,2,2,64,2,2,64,0,0,2,0,0,1,0,0,0,0,0
0xf8a7363F1326AAeD013B2F7c0357D04c48Fc532e,271,1,1,275,3,2,119,0,0,279,3,2,275,3,2,119,0,0,8,0,0,2,0,0,1,0,0
0xe794de49Ec33837C8b410742C96b9FBc6E9248f3,111,1,1,111,2,2,111,0,0,117,2,2,111,2,2,111,0,0,6,0,0,1,0,0,1,0,0
0x65a833afDc250D9d38f8CD9bC2B1E3132dB13B2F,1486,1,2,1491,2,3,371,0,1,1494,2,2,1491,2,3,371,0,1,8,0,0,1,0,0,0,0,0
0x453EFdA3e779F12CFa7C576aD69d23A88C40bB3A,1036,1,2,1034,2,2,764,0,0,1042,2,2,1034,2,2,764,0,0,6,0,0,1,0,0,0,0,0
0x0aC00355F80E289f53BF368C9Bdb70f5c114C44B,72,2,1,69,3,3,69,0,0,73,3,3,69,3,3,69,0,0,1,0,0,1,0,0,2,0,0
0x746d94f1161C991675Ede99aBCDb0412a4fEE43E,391,2,2,391,4,3,224,0,1,393,4,2,391,4,3,224,0,1,2,0,0,2,0,0,0,0,0
0xCE1BEF545FF61DaaeAF9D2dcFDc0F93ba00fF9C0,179,1,2,184,2,2,143,0,0,186,2,2,184,2,2,143,0,0,7,0,0,1,0,0,0,0,0
0xDae16f755941cbC0C9D240233a6F581d1734DaA2,207,2,2,211,4,2,211,0,0,214,4,2,211,4,2,211,0,0,7,0,0,2,0,0,0,0,0
0x84db6eE82b7Cf3b47E8F19270abdE5718B936670,417,2,2,421,3,2,185,0,0,424,3,2,421,3,2,185,0,0,7,0,0,1,0,0,0,0,0
0x39F8e6c7877478de0604fe693c6080511Bc0A6DA,67,2,2,75,3,2,75,0,0,77,3,2,75,3,2,75,0,0,10,0,0,1,0,0,0,0,0
0xAD6F27c6A8C21d0a6b295374b357b6998097B787,396,1,0,398,3,3,250,0,0,402,3,2,398,3,3,250,0,0,6,0,0,2,0,0,2,0,0
0xa0FDab08eCa6E53652Cb79C6eF6Fc562e04D0822,72,1,2,70,2,3,70,0,0,73,2,2,70,2,3,70,0,0,1,0,0,1,0,0,0,0,0
0xfcAEF42be626f4dc4DE7D48D9fC37A5711e0e559,71,1,2,75,3,3,72,0,1,78,3,2,75,3,3,72,0,1,7,0,0,2,0,0,0,0,0
0x184A71185674C789b4177A49BD41a96CE2c421Ef,71,2,2,69,4,3,64,0,0,75,4,2,69,4,3,64,0,0,4,0,0,2,0,0,0,0,0
0xE04C26F68E0657d402FA95377aa7a2838D6cBA6f,253,1,0,259,3,2,259,0,0,262,3,2,259,3,2,259,0,0,9,0,0,2,0,0,2,0,0
0x0b53687c448362bA3e74Ce3d9323Fcc4d953815e,86,2,2,86,3,3,71,0,1,90,3,2,86,3,3,71,0,1,4,0,0,1,0,0,0,0,0
0x2058A1d2e94D93b3777A3b28DD746373241493Cd,71,1,1,75,2,2,72,0,0,78,2,2,75,2,2,72,0,0,7,0,0,1,0,0,1,0,0
0xaBAfA52D3d5A2c18A4C1Ae24480D22B831fC0413,78,3,2,83,4,3,83,0,1,86,4,2,83,4,3,83,0,1,8,0,0,1,0,0,0,0,0
0xE75D77B1865Ae93c7eaa3040B038D7aA7BC02F70,5478,1,2,5485,3,2,333,0,0,5488,3,2,5485,3,2,333,0,0,10,0,0,2,0,0,0,0,0
0xc8871267e07408b89aA5aEcc58AdCA5E574557F8,1646,1,1,1644,3,3,71,0,0,1648,3,2,1644,3,3,71,0,0,2,0,0,2,0,0,1,0,0
0x477D1EE2F953A2F85dbEcBcB371c2613809eA452,76,2,3,75,4,4,72,0,1,78,4,3,75,4,4,72,0,1,2,0,0,2,0,0,0,0,0
0x7CC778c9b8fB55Bb874D0EaEf0751ff465f80498,1153,1,2,1159,2,2,864,0,0,1162,2,2,1159,2,2,864,0,0,9,0,0,1,0,0,0,0,0
0x627Af3B7bB61CB5E96a1F31277eb387DeFe737A1,998,1,2,1000,2,3,991,0,0,1006,2,2,1000,2,3,991,0,0,8,0,0,1,0,0,0,0,0
0xd714d91A169127e11D8FAb3665d72E8b7ef9Dbe2,160,2,2,167,4,2,129,0,2,169,4,2,167,4,2,129,0,2,9,0,0,2,0,0,0,0,0
0x000000B2E18954817a1291098484c29848c19c13,197,1,0,197,3,2,90,0,0,200,3,2,197,3,2,90,0,0,3,0,0,2,0,0,2,0,0
0x4212bAAA58326C48CBba1487211B8327DcA68eFa,72,2,2,75,4,2,72,0,0,78,4,2,75,4,2,72,0,0,6,0,0,2,0,0,0,0,0
0x43D037A562099A4C2c95b1E2120cc43054450629,612,2,2,609,3,3,604,0,0,613,3,2,609,3,3,604,0,0,1,0,0,1,0,0,0,0,0
0xF4A23a2306C3B8666Bf1537e95d5CeF1CF37FFB3,75,2,1,75,4,3,72,0,1,78,4,2,75,4,3,72,0,1,3,0,0,2,0,0,1,0,0
0x3aBEDBA3052845CE3f57818032BFA747CDED3fca,117,1,2,122,2,2,122,0,0,125,2,2,122,2,2,122,0,0,8,0,0,1,0,0,0,0,0
0x6722ec501bE09fb221bCC8a46F9660868d0a6c63,354,1,2,360,3,2,360,0,0,363,3,2,360,3,2,360,0,0,9,0,0,2,0,0,0,0,0
0x7572D885244803D07572A459dEa55De93b0397Ba,76,2,1,75,3,2,72,0,0,78,3,2,75,3,2,72,0,0,2,0,0,1,0,0,1,0,0
0xfd05b04a0040325C0D975B89F6F3AeB188FB1fBD,168,1,2,166,2,3,124,0,0,169,2,3,166,2,3,124,0,0,1,0,0,1,0,0,1,0,0
0x6908aC9D48f7D764e31D171d880561a05435B66e,89,1,2,91,3,2,67,0,2,94,3,2,91,3,2,67,0,2,5,0,0,2,0,0,0,0,0
0x230420888187B64596b08F0F1881145cCb7b2190,1345,1,2,1348,2,3,19,0,0,1351,2,2,1348,2,3,19,0,0,6,0,0,1,0,0,0,0,0
0xa72F2943e856aa5266b01fe015a2c9e73a42A72A,156,1,2,158,3,2,119,0,0,161,3,2,158,3,2,119,0,0,5,0,0,2,0,0,0,0,0
0x3c63d735aa953535b57EC9f48C39aA979c2d0bF8,112,1,0,111,3,3,59,0,0,117,3,2,111,3,3,59,0,0,5,0,0,2,0,0,2,0,0
0xEC363faa5c4dd0e51f3D9B5d0101263760E7cdeB,1539,2,2,1543,4,3,1531,0,0,1547,4,2,1543,4,3,1531,0,0,8,0,0,2,0,0,0,0,0
0xe0fA9D5bc6d4281197184C349F25673C7CDefd66,207,2,2,209,4,3,135,0,0,212,4,2,209,4,3,135,0,0,5,0,0,2,0,0,0,0,0
0x7935AFFC4Ac2448199C46A490ced31F0EDCb3B33,197,2,1,204,4,2,122,0,0,207,4,2,204,4,2,122,0,0,10,0,0,2,0,0,1,0,0
0x2137fFbbB279218E1a61d4483DeD9C9a017e9257,220,1,2,218,3,2,188,0,0,221,3,2,218,3,2,188,0,0,1,0,0,2,0,0,0,0,0
0xCAdB4212E05C03A0942b3ca0F494a9E3eB5BBc3A,1349,2,2,1348,3,3,19,0,0,1351,3,2,1348,3,3,19,0,0,2,0,0,1,0,0,0,0,0
0x261cD5b9c3A81AB0033D937C96aeec308e838ec4,2888,1,2,2892,3,3,2090,0,1,2897,3,2,2892,3,3,2090,0,1,9,0,0,2,0,0,0,0,0
0xf68CC00F5bF70bD39542D2E2dee3F718733408D9,337,3,2,338,5,2,122,0,0,341,5,2,338,5,2,122,0,0,4,0,0,2,0,0,0,0,0
0xc360606fc0a689D4f6b21517Da7c2a1fc2247C77,1342,2,2,1348,3,2,19,0,1,1351,3,2,1348,3,2,19,0,1,9,0,0,1,0,0,0,0,0
0x9E488eED8b8315FFd4eaE6D521899Ced4f65CE3D,1342,1,1,1348,2,2,19,0,0,1351,2,2,1348,2,2,19,0,0,9,0,0,1,0,0,1,0,0
,,,,,,,,,,,,,,,,,,,5.428571429,0,0,1.533333333,0,0,0.4238095238,0,0